Building,sampling_region,building_type,size_bin,heating_fuel,hvac_system_type
52,30,warehouse,0,NaturalGas,PSZ-AC with gas coil
53,22,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
54,104,strip_mall,0,NaturalGas,PSZ-AC with gas coil
55,40,strip_mall,0,NaturalGas,PSZ-AC with gas coil
56,22,small_office,0,NaturalGas,PSZ-AC with gas coil
57,101,strip_mall,0,NaturalGas,PSZ-AC with gas coil
58,22,retail,0,NaturalGas,PSZ-AC with gas coil
59,9,small_office,0,Electricity,PSZ-AC with electric coil
60,19,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
61,40,warehouse,0,Electricity,PSZ-AC with electric coil
62,17,small_office,0,NaturalGas,PSZ-AC with gas coil
63,20,strip_mall,0,NaturalGas,PSZ-AC with gas coil
64,17,warehouse,0,NaturalGas,PSZ-AC with gas coil
65,18,retail,0,NaturalGas,PSZ-AC with gas coil
66,5,retail,0,Electricity,PTHP
67,36,warehouse,0,NaturalGas,PSZ-AC with gas coil
68,29,small_office,0,NaturalGas,PSZ-AC with gas coil
69,9,small_office,0,NaturalGas,PSZ-AC with gas coil
70,9,retail,0,NaturalGas,PSZ-AC with gas coil
71,5,retail,0,Electricity,PSZ-HP
72,30,small_office,0,NaturalGas,PSZ-AC with gas coil
73,8,small_office,0,NaturalGas,PSZ-AC with gas coil
74,39,warehouse,0,Electricity,PSZ-AC with electric coil
75,4,small_office,0,NaturalGas,PSZ-AC with gas coil
76,26,strip_mall,0,NaturalGas,PSZ-AC with gas coil
77,18,small_office,0,NaturalGas,PSZ-AC with gas coil
78,10,retail,0,FuelOil,PSZ-AC with gas coil
79,105,warehouse,0,NaturalGas,PSZ-AC with gas coil
80,38,warehouse,0,NaturalGas,PSZ-AC with gas coil
81,40,small_office,0,Electricity,PSZ-AC with electric coil
82,6,warehouse,0,Electricity,PSZ-AC with electric coil
83,8,retail,0,NaturalGas,PSZ-AC with gas coil
84,18,small_office,0,NaturalGas,Residential AC with residential forced air furnace
85,5,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
86,13,small_office,0,NaturalGas,PSZ-AC with gas coil
87,30,retail,0,NaturalGas,PSZ-AC with gas coil
88,13,small_office,0,NaturalGas,Residential AC with residential forced air furnace
89,40,warehouse,0,NaturalGas,PSZ-AC with gas coil
90,10,small_office,0,NaturalGas,PSZ-AC with gas coil
91,103,strip_mall,0,NaturalGas,PSZ-AC with gas coil
92,40,retail,0,Electricity,PSZ-AC with electric coil
93,19,grocery,0,NaturalGas,PSZ-AC with gas coil
94,25,warehouse,0,NaturalGas,PSZ-AC with gas coil
95,29,retail,0,NaturalGas,PSZ-AC with gas coil
96,39,strip_mall,0,Electricity,PSZ-AC with electric coil
97,0,small_office,0,Electricity,PSZ-AC with electric coil
98,39,retail,0,NaturalGas,PSZ-AC with gas coil
99,4,strip_mall,0,NaturalGas,PSZ-AC with gas coil
100,104,warehouse,0,NaturalGas,PSZ-AC with gas coil
101,22,small_office,0,NaturalGas,Residential AC with residential forced air furnace
102,28,small_office,0,NaturalGas,PSZ-AC with gas coil
103,38,small_office,0,NaturalGas,PSZ-AC with gas coil
104,26,retail,0,NaturalGas,PSZ-AC with gas coil
105,33,warehouse,0,NaturalGas,PSZ-AC with gas coil
106,36,retail,0,NaturalGas,PSZ-AC with gas coil
107,9,small_office,0,Electricity,PSZ-HP
108,36,small_office,0,NaturalGas,PSZ-AC with gas coil
109,29,small_office,0,NaturalGas,Residential AC with residential forced air furnace
110,4,retail,0,NaturalGas,PSZ-AC with gas coil
111,30,small_office,0,NaturalGas,Residential AC with residential forced air furnace
112,12,strip_mall,0,Electricity,PSZ-AC with electric coil
113,9,strip_mall,0,Electricity,PSZ-HP
114,22,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
115,12,small_office,0,NaturalGas,PSZ-AC with gas coil
116,5,warehouse,0,NaturalGas,PSZ-AC with gas coil
117,17,retail,0,NaturalGas,PSZ-AC with gas coil
118,26,warehouse,0,NaturalGas,PSZ-AC with gas coil
119,5,warehouse,0,Electricity,PTAC with electric coil
120,5,full_service_restaurant,0,Electricity,PSZ-HP
121,40,small_office,0,NaturalGas,PSZ-AC with gas coil
122,107,retail,0,NaturalGas,PSZ-AC with gas coil
123,33,small_office,0,NaturalGas,PSZ-AC with gas coil
124,25,strip_mall,0,NaturalGas,PSZ-AC with gas coil
125,10,warehouse,0,NaturalGas,PSZ-AC with gas coil
126,48,small_office,0,NaturalGas,PSZ-AC with gas coil
127,8,small_office,0,Electricity,PTHP
128,12,warehouse,0,Electricity,PSZ-AC with electric coil
129,38,strip_mall,0,NaturalGas,PSZ-AC with gas coil
130,5,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
131,40,strip_mall,0,Electricity,PSZ-AC with electric coil
132,6,strip_mall,0,Electricity,PSZ-AC with electric coil
133,2,strip_mall,0,NaturalGas,PSZ-AC with gas coil
134,17,small_office,0,NaturalGas,Residential AC with residential forced air furnace
135,13,retail,0,NaturalGas,PSZ-AC with gas coil
136,40,retail,0,NaturalGas,PSZ-AC with gas coil
137,32,strip_mall,0,Electricity,PSZ-AC with electric coil
138,37,strip_mall,0,Electricity,PSZ-AC with electric coil
139,0,small_office,0,Electricity,PTHP
140,9,retail,0,Propane,PSZ-AC with gas coil
141,19,retail,0,Electricity,PSZ-AC with electric coil
142,13,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
143,107,warehouse,0,NaturalGas,PSZ-AC with gas coil
144,32,warehouse,0,NaturalGas,PSZ-AC with gas coil
145,6,warehouse,0,Electricity,PSZ-HP
146,32,small_office,0,Electricity,PTHP
147,105,warehouse,0,Electricity,PSZ-AC with electric coil
148,0,retail,0,NaturalGas,PSZ-AC with gas coil
149,9,small_office,0,NaturalGas,Residential AC with residential forced air furnace
150,106,strip_mall,0,NaturalGas,PSZ-AC with gas coil
151,13,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
152,8,small_office,0,Electricity,PSZ-AC with electric coil
153,10,warehouse,0,FuelOil,PSZ-AC with gas coil
154,37,small_office,0,Electricity,PTHP
155,8,small_office,0,NaturalGas,Residential AC with residential forced air furnace
156,37,strip_mall,0,NaturalGas,PSZ-AC with gas coil
157,108,strip_mall,0,NaturalGas,PSZ-AC with gas coil
158,9,warehouse,0,Electricity,PSZ-AC with electric coil
159,105,small_office,0,NaturalGas,PSZ-AC with gas coil
160,24,strip_mall,0,NaturalGas,PSZ-AC with gas coil
161,48,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
162,0,strip_mall,0,Electricity,PSZ-HP
163,27,strip_mall,0,NaturalGas,PSZ-AC with gas coil
164,32,small_office,0,Electricity,PSZ-AC with electric coil
165,9,retail,0,Electricity,PSZ-AC with electric coil
166,33,retail,0,NaturalGas,PSZ-AC with gas coil
167,18,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
168,105,retail,0,NaturalGas,PSZ-AC with gas coil
169,26,small_office,0,NaturalGas,PSZ-AC with gas coil
170,38,retail,0,Electricity,PSZ-AC with electric coil
171,28,strip_mall,0,NaturalGas,PSZ-AC with gas coil
172,8,strip_mall,0,Electricity,PSZ-AC with electric coil
173,37,warehouse,0,NaturalGas,PSZ-AC with gas coil
174,20,warehouse,0,NaturalGas,PSZ-AC with gas coil
175,22,retail,0,Electricity,PTHP
176,22,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
177,18,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
178,39,small_office,0,NaturalGas,PSZ-AC with gas coil
179,107,small_office,0,NaturalGas,PSZ-AC with gas coil
180,102,small_office,0,NaturalGas,PSZ-AC with gas coil
181,37,small_office,0,Electricity,PSZ-AC with electric coil
182,28,retail,0,NaturalGas,PSZ-AC with gas coil
183,0,small_office,0,NaturalGas,Residential AC with residential forced air furnace
184,36,small_office,0,NaturalGas,Residential AC with residential forced air furnace
185,12,warehouse,0,NaturalGas,PSZ-AC with gas coil
186,26,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
187,5,strip_mall,0,NaturalGas,PSZ-AC with gas coil
188,16,small_office,0,NaturalGas,PSZ-AC with gas coil
189,28,warehouse,0,NaturalGas,PSZ-AC with gas coil
190,102,retail,0,NaturalGas,PSZ-AC with gas coil
191,13,warehouse,0,Electricity,PSZ-AC with electric coil
192,13,retail,0,Propane,PSZ-AC with gas coil
193,19,small_office,1,NaturalGas,PSZ-AC with gas coil
194,106,warehouse,0,NaturalGas,PSZ-AC with gas coil
195,0,retail,0,Electricity,PSZ-AC with electric coil
196,18,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
197,16,strip_mall,0,NaturalGas,PSZ-AC with gas coil
198,17,strip_mall,0,Electricity,PSZ-AC with electric coil
199,48,retail,0,NaturalGas,PSZ-AC with gas coil
200,48,small_office,0,NaturalGas,Residential AC with residential forced air furnace
201,26,small_office,0,NaturalGas,Residential AC with residential forced air furnace
202,4,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
203,32,strip_mall,0,NaturalGas,PSZ-AC with gas coil
204,39,warehouse,0,NaturalGas,PSZ-AC with gas coil
205,107,warehouse,0,Electricity,PSZ-AC with electric coil
206,36,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
207,25,small_office,0,NaturalGas,PSZ-AC with gas coil
208,104,warehouse,0,Electricity,PSZ-AC with electric coil
209,40,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
210,9,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
211,16,retail,0,NaturalGas,PSZ-AC with gas coil
212,13,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
213,22,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
214,19,retail,1,NaturalGas,PSZ-AC with gas coil
215,101,warehouse,0,NaturalGas,PSZ-AC with gas coil
216,38,small_office,0,Electricity,PSZ-AC with electric coil
217,11,strip_mall,0,NaturalGas,PSZ-AC with gas coil
218,30,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
219,10,small_office,0,FuelOil,PSZ-AC with gas coil
220,37,retail,0,Electricity,PSZ-AC with electric coil
221,0,retail,0,Propane,PSZ-AC with gas coil
222,33,small_office,0,NaturalGas,Residential AC with residential forced air furnace
223,25,retail,0,NaturalGas,PSZ-AC with gas coil
224,0,small_office,0,Electricity,PSZ-HP
225,106,retail,0,NaturalGas,PSZ-AC with gas coil
226,11,retail,0,NaturalGas,PSZ-AC with gas coil
227,40,small_office,0,NaturalGas,Residential AC with residential forced air furnace
228,22,strip_mall,0,Electricity,PSZ-HP
229,33,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
230,16,small_office,0,Electricity,PSZ-AC with electric coil
231,39,retail,0,Electricity,PSZ-AC with electric coil
232,11,warehouse,0,NaturalGas,PSZ-AC with gas coil
233,24,retail,0,FuelOil,PSZ-AC with gas coil
234,13,full_service_restaurant,0,Propane,PSZ-AC with gas coil
235,29,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
236,38,retail,0,NaturalGas,PSZ-AC with gas coil
237,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
238,19,retail,1,NaturalGas,PVAV with gas boiler reheat
239,12,retail,0,NaturalGas,PSZ-AC with gas coil
240,17,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
241,5,retail,1,Electricity,PSZ-AC with electric coil
242,6,retail,0,Electricity,PSZ-AC with electric coil
243,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
244,107,small_office,0,Electricity,PSZ-AC with electric coil
245,10,small_office,0,Electricity,PSZ-AC with electric coil
246,5,small_office,0,Electricity,PTAC with electric coil
247,6,small_office,0,Electricity,PTHP
248,20,small_office,0,NaturalGas,PSZ-AC with gas coil
249,37,retail,0,NaturalGas,PSZ-AC with gas coil
250,11,small_office,0,NaturalGas,PSZ-AC with gas coil
251,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
252,9,warehouse,0,Electricity,PSZ-HP
253,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
254,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
255,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
256,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
257,8,small_office,0,Electricity,PSZ-HP
258,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
259,24,small_office,0,FuelOil,PSZ-AC with gas coil
260,39,warehouse,0,Electricity,PSZ-HP
261,32,retail,0,Propane,PSZ-AC with gas coil
262,16,strip_mall,0,Electricity,PSZ-AC with electric coil
263,39,small_office,0,Electricity,PSZ-HP
264,101,retail,0,NaturalGas,PSZ-AC with gas coil
265,38,strip_mall,0,Electricity,PSZ-HP
266,9,retail,0,Electricity,PTHP
267,5,small_office,1,Electricity,PSZ-AC with electric coil
268,33,small_office,0,Electricity,PSZ-AC with electric coil
269,104,retail,0,NaturalGas,PSZ-AC with gas coil
270,13,small_office,0,Electricity,PSZ-AC with electric coil
271,38,small_office,0,Electricity,PTHP
272,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
273,20,retail,0,NaturalGas,PSZ-AC with gas coil
274,9,retail,0,Electricity,PSZ-HP
275,33,warehouse,0,Electricity,PSZ-AC with electric coil
276,32,small_office,0,Electricity,PSZ-HP
277,6,small_office,0,Electricity,PSZ-AC with electric coil
278,5,warehouse,0,Electricity,PTHP
279,9,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
280,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
281,105,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
282,30,strip_mall,0,Electricity,PSZ-AC with electric coil
283,30,small_office,0,Electricity,PSZ-AC with electric coil
284,105,small_office,0,Electricity,PSZ-AC with electric coil
285,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
286,101,small_office,0,NaturalGas,PSZ-AC with gas coil
287,37,small_office,0,Electricity,PSZ-HP
288,108,retail,0,NaturalGas,PSZ-AC with gas coil
289,13,warehouse,0,Propane,PSZ-AC with gas coil
290,4,strip_mall,0,Electricity,PSZ-AC with electric coil
291,40,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
292,6,strip_mall,0,Electricity,PSZ-HP
293,22,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
294,37,strip_mall,0,Electricity,PSZ-HP
295,15,small_office,0,NaturalGas,PSZ-AC with gas coil
296,32,strip_mall,0,Electricity,PSZ-HP
297,13,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
298,29,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
299,17,retail,0,Electricity,PSZ-AC with electric coil
300,32,small_office,0,NaturalGas,PSZ-AC with gas coil
301,31,strip_mall,0,NaturalGas,PSZ-AC with gas coil
302,0,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
303,49,small_office,0,NaturalGas,PSZ-AC with gas coil
304,31,small_office,0,NaturalGas,PSZ-AC with gas coil
305,33,strip_mall,0,Electricity,PSZ-AC with electric coil
306,47,strip_mall,0,NaturalGas,PSZ-AC with gas coil
307,39,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
308,20,retail,0,Propane,PSZ-AC with gas coil
309,30,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
310,0,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
311,21,strip_mall,0,NaturalGas,PSZ-AC with gas coil
312,2,small_office,0,NaturalGas,PSZ-AC with gas coil
313,32,warehouse,0,Electricity,PSZ-AC with electric coil
314,31,warehouse,0,NaturalGas,PSZ-AC with gas coil
315,39,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
316,4,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
317,102,small_office,0,Electricity,PSZ-AC with electric coil
318,48,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
319,32,retail,0,NaturalGas,PSZ-AC with gas coil
320,27,warehouse,0,NaturalGas,PSZ-AC with gas coil
321,37,warehouse,0,Electricity,PSZ-AC with electric coil
322,2,retail,0,NaturalGas,PSZ-AC with gas coil
323,16,warehouse,0,NaturalGas,PSZ-AC with gas coil
324,16,warehouse,0,Electricity,PSZ-AC with electric coil
325,22,retail,0,NaturalGas,Residential AC with residential forced air furnace
326,40,retail,0,Electricity,PTHP
327,105,strip_mall,0,Electricity,PSZ-AC with electric coil
328,48,warehouse,0,FuelOil,PSZ-AC with gas coil
329,5,retail,0,NaturalGas,PSZ-AC with gas coil
330,17,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
331,101,warehouse,0,Electricity,PSZ-AC with electric coil
332,32,retail,0,Electricity,PSZ-AC with electric coil
333,49,warehouse,0,NaturalGas,PSZ-AC with gas coil
334,38,retail,0,Electricity,PSZ-HP
335,0,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
336,5,strip_mall,1,Electricity,PSZ-AC with electric coil
337,19,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
338,8,retail,0,Electricity,PSZ-AC with electric coil
339,37,retail,0,Electricity,PTHP
340,33,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
341,29,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
342,104,small_office,0,NaturalGas,PSZ-AC with gas coil
343,25,small_office,0,Electricity,PTHP
344,37,retail,0,Propane,PSZ-AC with gas coil
345,2,small_office,0,Electricity,PSZ-AC with electric coil
346,2,warehouse,0,NaturalGas,PSZ-AC with gas coil
347,6,warehouse,0,Electricity,PTAC with electric coil
348,37,retail,0,Electricity,PSZ-HP
349,19,warehouse,0,Electricity,PSZ-AC with electric coil
350,22,retail,1,Electricity,PSZ-AC with electric coil
351,108,warehouse,0,NaturalGas,PSZ-AC with gas coil
352,12,retail,0,Electricity,PSZ-AC with electric coil
353,9,full_service_restaurant,0,Electricity,PSZ-HP
354,37,small_office,0,NaturalGas,PSZ-AC with gas coil
355,13,retail,0,Electricity,PSZ-AC with electric coil
356,25,small_office,0,NaturalGas,Residential AC with residential forced air furnace
357,17,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
358,8,strip_mall,0,Electricity,PSZ-HP
359,2,strip_mall,0,Electricity,PSZ-AC with electric coil
360,28,small_office,0,NaturalGas,Residential AC with residential forced air furnace
361,106,warehouse,0,Electricity,PSZ-AC with electric coil
362,6,retail,0,Electricity,PTHP
363,18,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
364,5,small_office,0,NaturalGas,PSZ-AC with gas coil
365,22,small_office,0,Electricity,PTHP
366,0,retail,0,Electricity,PSZ-HP
367,23,strip_mall,0,NaturalGas,PSZ-AC with gas coil
368,24,full_service_restaurant,0,Propane,PSZ-AC with gas coil
369,19,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
370,9,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
371,103,retail,0,NaturalGas,PSZ-AC with gas coil
372,30,small_office,0,Electricity,PTAC with electric coil
373,19,strip_mall,1,NaturalGas,PSZ-AC with gas coil
374,6,retail,0,Electricity,PSZ-HP
375,2,retail,0,Electricity,PSZ-AC with electric coil
376,5,small_office,1,Electricity,PVAV with PFP boxes
377,108,small_office,0,NaturalGas,PSZ-AC with gas coil
378,8,warehouse,0,Electricity,PSZ-AC with electric coil
379,40,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
380,10,retail,0,Propane,PSZ-AC with gas coil
381,34,strip_mall,0,NaturalGas,PSZ-AC with gas coil
382,15,strip_mall,0,Electricity,PSZ-AC with electric coil
383,22,retail,0,Electricity,PTAC with electric coil
384,49,retail,0,NaturalGas,PSZ-AC with gas coil
385,25,small_office,0,Electricity,PSZ-AC with electric coil
386,33,retail,0,Electricity,PSZ-AC with electric coil
387,5,grocery,0,Electricity,PSZ-AC with electric coil
388,0,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
389,38,small_office,0,Electricity,PSZ-HP
390,0,warehouse,0,Electricity,PSZ-AC with electric coil
391,47,retail,0,FuelOil,PSZ-AC with gas coil
392,109,strip_mall,0,NaturalGas,PSZ-AC with gas coil
393,5,large_hotel,0,Electricity,PTAC with electric coil
394,31,retail,0,NaturalGas,PSZ-AC with gas coil
395,5,small_hotel,0,Electricity,PTAC with electric coil
396,30,small_office,0,Electricity,PTHP
397,2,warehouse,0,Electricity,PSZ-AC with electric coil
398,17,small_office,0,Electricity,PSZ-AC with electric coil
399,13,small_office,0,Electricity,PTAC with electric coil
400,12,small_office,0,NaturalGas,Residential AC with residential forced air furnace
401,9,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
402,38,warehouse,0,Electricity,PSZ-AC with electric coil
403,29,small_office,0,Electricity,PSZ-AC with electric coil
404,20,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
405,102,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
406,10,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
407,22,small_office,0,Electricity,PSZ-HP
408,8,retail,0,Propane,PSZ-AC with gas coil
409,13,strip_mall,0,Electricity,PSZ-AC with electric coil
410,8,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
411,107,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
412,26,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
413,24,warehouse,0,FuelOil,PSZ-AC with gas coil
414,5,retail,0,Propane,PSZ-AC with gas coil
415,40,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
416,38,small_office,0,NaturalGas,Residential AC with residential forced air furnace
417,22,retail,0,Electricity,PSZ-HP
418,20,full_service_restaurant,0,Propane,PSZ-AC with gas coil
419,39,small_office,0,Electricity,PTAC with electric coil
420,105,warehouse,0,Electricity,PSZ-HP
421,108,warehouse,0,Electricity,PSZ-AC with electric coil
422,39,retail,0,NaturalGas,Residential AC with residential forced air furnace
423,19,warehouse,1,NaturalGas,PVAV with gas boiler reheat
424,0,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
425,48,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
426,6,small_office,0,Electricity,PSZ-HP
427,30,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
428,26,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
429,29,warehouse,0,Electricity,PSZ-AC with electric coil
430,0,full_service_restaurant,0,Propane,PSZ-AC with gas coil
431,19,small_office,0,Electricity,PSZ-AC with electric coil
432,102,warehouse,0,Electricity,PSZ-AC with electric coil
433,22,warehouse,0,Electricity,PTHP
434,5,strip_mall,2,Electricity,PVAV with PFP boxes
435,101,small_office,0,Electricity,PSZ-AC with electric coil
436,5,retail,0,Electricity,PTAC with electric coil
437,11,warehouse,0,Electricity,PSZ-AC with electric coil
438,19,retail,0,Electricity,PSZ-HP
439,20,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
440,11,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
441,38,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
442,5,small_office,1,Electricity,PSZ-HP
443,24,small_office,0,NaturalGas,PSZ-AC with gas coil
444,40,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
445,12,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
446,19,small_office,1,NaturalGas,Residential AC with residential forced air furnace
447,30,warehouse,0,Electricity,PSZ-AC with electric coil
448,8,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
449,107,retail,0,NaturalGas,Residential AC with residential forced air furnace
450,36,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
451,11,small_office,0,NaturalGas,Residential AC with residential forced air furnace
452,10,retail,0,Electricity,PSZ-AC with electric coil
453,12,strip_mall,0,NaturalGas,PSZ-AC with gas coil
454,22,small_office,0,Electricity,PTAC with electric coil
455,12,strip_mall,0,Electricity,PSZ-HP
456,28,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
457,27,small_office,0,NaturalGas,PSZ-AC with gas coil
458,48,strip_mall,0,Electricity,PSZ-AC with electric coil
459,12,warehouse,0,Electricity,PSZ-HP
460,27,small_office,0,NaturalGas,Residential AC with residential forced air furnace
461,25,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
462,32,warehouse,0,Electricity,PSZ-HP
463,106,small_office,0,NaturalGas,PSZ-AC with gas coil
464,17,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
465,24,retail,0,Propane,PSZ-AC with gas coil
466,8,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
467,19,small_office,1,NaturalGas,PVAV with gas boiler reheat
468,5,retail,1,Electricity,PVAV with PFP boxes
469,12,small_office,0,Electricity,PSZ-AC with electric coil
470,29,strip_mall,0,Electricity,PSZ-AC with electric coil
