Building,sampling_region,building_type,size_bin,heating_fuel,hvac_system_type
52,4,warehouse,0,NaturalGas,PSZ-AC with gas coil
53,22,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
54,40,strip_mall,0,NaturalGas,PSZ-AC with gas coil
55,101,strip_mall,0,NaturalGas,PSZ-AC with gas coil
56,104,strip_mall,0,NaturalGas,PSZ-AC with gas coil
57,22,small_office,0,NaturalGas,PSZ-AC with gas coil
58,22,retail,0,NaturalGas,PSZ-AC with gas coil
59,9,small_office,0,Electricity,PSZ-AC with electric coil
60,40,warehouse,0,Electricity,PSZ-AC with electric coil
61,19,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
62,17,small_office,0,NaturalGas,PSZ-AC with gas coil
63,20,strip_mall,0,NaturalGas,PSZ-AC with gas coil
64,17,warehouse,0,NaturalGas,PSZ-AC with gas coil
65,18,retail,0,NaturalGas,PSZ-AC with gas coil
66,36,warehouse,0,NaturalGas,PSZ-AC with gas coil
67,29,small_office,0,NaturalGas,PSZ-AC with gas coil
68,9,retail,0,NaturalGas,PSZ-AC with gas coil
69,5,retail,0,Electricity,PTHP
70,9,small_office,0,NaturalGas,PSZ-AC with gas coil
71,30,small_office,0,NaturalGas,PSZ-AC with gas coil
72,5,retail,0,Electricity,PSZ-HP
73,8,small_office,0,NaturalGas,PSZ-AC with gas coil
74,39,warehouse,0,Electricity,PSZ-AC with electric coil
75,10,retail,0,FuelOil,PSZ-AC with gas coil
76,26,strip_mall,0,NaturalGas,PSZ-AC with gas coil
77,18,small_office,0,NaturalGas,PSZ-AC with gas coil
78,4,small_office,0,NaturalGas,PSZ-AC with gas coil
79,105,warehouse,0,NaturalGas,PSZ-AC with gas coil
80,38,warehouse,0,NaturalGas,PSZ-AC with gas coil
81,19,retail,1,NaturalGas,PSZ-AC with gas coil
82,6,warehouse,0,Electricity,PSZ-AC with electric coil
83,40,small_office,0,Electricity,PSZ-AC with electric coil
84,8,retail,0,NaturalGas,PSZ-AC with gas coil
85,18,small_office,0,NaturalGas,Residential AC with residential forced air furnace
86,40,retail,0,Electricity,PSZ-AC with electric coil
87,5,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
88,13,small_office,0,NaturalGas,PSZ-AC with gas coil
89,30,retail,0,NaturalGas,PSZ-AC with gas coil
90,13,small_office,0,NaturalGas,Residential AC with residential forced air furnace
91,10,small_office,0,NaturalGas,PSZ-AC with gas coil
92,40,warehouse,0,NaturalGas,PSZ-AC with gas coil
93,103,strip_mall,0,NaturalGas,PSZ-AC with gas coil
94,25,warehouse,0,NaturalGas,PSZ-AC with gas coil
95,39,strip_mall,0,Electricity,PSZ-AC with electric coil
96,0,small_office,0,Electricity,PSZ-AC with electric coil
97,29,retail,0,NaturalGas,PSZ-AC with gas coil
98,4,strip_mall,0,NaturalGas,PSZ-AC with gas coil
99,28,small_office,0,NaturalGas,PSZ-AC with gas coil
100,39,retail,0,NaturalGas,PSZ-AC with gas coil
101,104,warehouse,0,NaturalGas,PSZ-AC with gas coil
102,38,small_office,0,NaturalGas,PSZ-AC with gas coil
103,4,retail,0,NaturalGas,PSZ-AC with gas coil
104,33,warehouse,0,NaturalGas,PSZ-AC with gas coil
105,9,small_office,0,Electricity,PSZ-HP
106,26,retail,0,NaturalGas,PSZ-AC with gas coil
107,22,small_office,0,NaturalGas,Residential AC with residential forced air furnace
108,36,retail,0,NaturalGas,PSZ-AC with gas coil
109,29,small_office,0,NaturalGas,Residential AC with residential forced air furnace
110,36,small_office,0,NaturalGas,PSZ-AC with gas coil
111,9,strip_mall,0,Electricity,PSZ-HP
112,12,strip_mall,0,Electricity,PSZ-AC with electric coil
113,30,small_office,0,NaturalGas,Residential AC with residential forced air furnace
114,17,retail,0,NaturalGas,PSZ-AC with gas coil
115,5,warehouse,0,Electricity,PTAC with electric coil
116,22,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
117,12,small_office,0,NaturalGas,PSZ-AC with gas coil
118,5,full_service_restaurant,0,Electricity,PSZ-HP
119,5,warehouse,0,NaturalGas,PSZ-AC with gas coil
120,107,retail,0,NaturalGas,PSZ-AC with gas coil
121,26,warehouse,0,NaturalGas,PSZ-AC with gas coil
122,40,small_office,0,NaturalGas,PSZ-AC with gas coil
123,33,small_office,0,NaturalGas,PSZ-AC with gas coil
124,25,strip_mall,0,NaturalGas,PSZ-AC with gas coil
125,48,small_office,0,NaturalGas,PSZ-AC with gas coil
126,38,strip_mall,0,NaturalGas,PSZ-AC with gas coil
127,5,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
128,8,small_office,0,Electricity,PTHP
129,10,warehouse,0,NaturalGas,PSZ-AC with gas coil
130,12,warehouse,0,Electricity,PSZ-AC with electric coil
131,40,strip_mall,0,Electricity,PSZ-AC with electric coil
132,6,strip_mall,0,Electricity,PSZ-AC with electric coil
133,2,strip_mall,0,NaturalGas,PSZ-AC with gas coil
134,17,small_office,0,NaturalGas,Residential AC with residential forced air furnace
135,13,retail,0,NaturalGas,PSZ-AC with gas coil
136,9,retail,0,Propane,PSZ-AC with gas coil
137,0,small_office,0,Electricity,PTHP
138,19,retail,0,Electricity,PSZ-AC with electric coil
139,37,strip_mall,0,Electricity,PSZ-AC with electric coil
140,40,retail,0,NaturalGas,PSZ-AC with gas coil
141,5,retail,1,Electricity,PSZ-AC with electric coil
142,32,strip_mall,0,Electricity,PSZ-AC with electric coil
143,13,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
144,32,warehouse,0,NaturalGas,PSZ-AC with gas coil
145,32,small_office,0,Electricity,PTHP
146,107,warehouse,0,NaturalGas,PSZ-AC with gas coil
147,6,warehouse,0,Electricity,PSZ-HP
148,105,warehouse,0,Electricity,PSZ-AC with electric coil
149,10,warehouse,0,FuelOil,PSZ-AC with gas coil
150,106,strip_mall,0,NaturalGas,PSZ-AC with gas coil
151,9,small_office,0,NaturalGas,Residential AC with residential forced air furnace
152,8,small_office,0,Electricity,PSZ-AC with electric coil
153,0,retail,0,NaturalGas,PSZ-AC with gas coil
154,8,small_office,0,NaturalGas,Residential AC with residential forced air furnace
155,13,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
156,37,strip_mall,0,NaturalGas,PSZ-AC with gas coil
157,37,small_office,0,Electricity,PTHP
158,9,warehouse,0,Electricity,PSZ-AC with electric coil
159,24,strip_mall,0,NaturalGas,PSZ-AC with gas coil
160,108,strip_mall,0,NaturalGas,PSZ-AC with gas coil
161,105,small_office,0,NaturalGas,PSZ-AC with gas coil
162,48,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
163,0,strip_mall,0,Electricity,PSZ-HP
164,27,strip_mall,0,NaturalGas,PSZ-AC with gas coil
165,105,retail,0,NaturalGas,PSZ-AC with gas coil
166,32,small_office,0,Electricity,PSZ-AC with electric coil
167,18,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
168,26,small_office,0,NaturalGas,PSZ-AC with gas coil
169,33,retail,0,NaturalGas,PSZ-AC with gas coil
170,9,retail,0,Electricity,PSZ-AC with electric coil
171,38,retail,0,Electricity,PSZ-AC with electric coil
172,8,strip_mall,0,Electricity,PSZ-AC with electric coil
173,22,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
174,28,strip_mall,0,NaturalGas,PSZ-AC with gas coil
175,37,warehouse,0,NaturalGas,PSZ-AC with gas coil
176,107,small_office,0,NaturalGas,PSZ-AC with gas coil
177,20,warehouse,0,NaturalGas,PSZ-AC with gas coil
178,18,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
179,102,small_office,0,NaturalGas,PSZ-AC with gas coil
180,39,small_office,0,NaturalGas,PSZ-AC with gas coil
181,28,retail,0,NaturalGas,PSZ-AC with gas coil
182,12,warehouse,0,NaturalGas,PSZ-AC with gas coil
183,0,small_office,0,NaturalGas,Residential AC with residential forced air furnace
184,36,small_office,0,NaturalGas,Residential AC with residential forced air furnace
185,37,small_office,0,Electricity,PSZ-AC with electric coil
186,5,strip_mall,0,NaturalGas,PSZ-AC with gas coil
187,102,retail,0,NaturalGas,PSZ-AC with gas coil
188,28,warehouse,0,NaturalGas,PSZ-AC with gas coil
189,26,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
190,16,small_office,0,NaturalGas,PSZ-AC with gas coil
191,13,warehouse,0,Electricity,PSZ-AC with electric coil
192,0,retail,0,Electricity,PSZ-AC with electric coil
193,13,retail,0,Propane,PSZ-AC with gas coil
194,19,small_office,1,NaturalGas,PSZ-AC with gas coil
195,48,retail,0,NaturalGas,PSZ-AC with gas coil
196,106,warehouse,0,NaturalGas,PSZ-AC with gas coil
197,4,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
198,22,retail,0,Electricity,PTHP
199,18,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
200,16,strip_mall,0,NaturalGas,PSZ-AC with gas coil
201,17,strip_mall,0,Electricity,PSZ-AC with electric coil
202,26,small_office,0,NaturalGas,Residential AC with residential forced air furnace
203,107,warehouse,0,Electricity,PSZ-AC with electric coil
204,32,strip_mall,0,NaturalGas,PSZ-AC with gas coil
205,25,small_office,0,NaturalGas,PSZ-AC with gas coil
206,39,warehouse,0,NaturalGas,PSZ-AC with gas coil
207,48,small_office,0,NaturalGas,Residential AC with residential forced air furnace
208,36,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
209,104,warehouse,0,Electricity,PSZ-AC with electric coil
210,9,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
211,16,retail,0,NaturalGas,PSZ-AC with gas coil
212,13,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
213,38,small_office,0,Electricity,PSZ-AC with electric coil
214,40,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
215,0,retail,0,Propane,PSZ-AC with gas coil
216,22,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
217,101,warehouse,0,NaturalGas,PSZ-AC with gas coil
218,11,strip_mall,0,NaturalGas,PSZ-AC with gas coil
219,30,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
220,40,small_office,0,NaturalGas,Residential AC with residential forced air furnace
221,10,small_office,0,FuelOil,PSZ-AC with gas coil
222,37,retail,0,Electricity,PSZ-AC with electric coil
223,22,retail,1,Electricity,PSZ-AC with electric coil
224,11,retail,0,NaturalGas,PSZ-AC with gas coil
225,33,small_office,0,NaturalGas,Residential AC with residential forced air furnace
226,0,small_office,0,Electricity,PSZ-HP
227,39,retail,0,Electricity,PSZ-AC with electric coil
228,106,retail,0,NaturalGas,PSZ-AC with gas coil
229,25,retail,0,NaturalGas,PSZ-AC with gas coil
230,22,strip_mall,0,Electricity,PSZ-HP
231,24,retail,0,FuelOil,PSZ-AC with gas coil
232,33,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
233,16,small_office,0,Electricity,PSZ-AC with electric coil
234,11,warehouse,0,NaturalGas,PSZ-AC with gas coil
235,38,retail,0,NaturalGas,PSZ-AC with gas coil
236,17,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
237,13,full_service_restaurant,0,Propane,PSZ-AC with gas coil
238,12,retail,0,NaturalGas,PSZ-AC with gas coil
239,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
240,29,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
241,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
242,6,retail,0,Electricity,PSZ-AC with electric coil
243,10,small_office,0,Electricity,PSZ-AC with electric coil
244,5,small_office,0,Electricity,PTAC with electric coil
245,107,small_office,0,Electricity,PSZ-AC with electric coil
246,32,retail,0,Propane,PSZ-AC with gas coil
247,6,small_office,0,Electricity,PTHP
248,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
249,37,retail,0,NaturalGas,PSZ-AC with gas coil
250,20,small_office,0,NaturalGas,PSZ-AC with gas coil
251,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
252,11,small_office,0,NaturalGas,PSZ-AC with gas coil
253,9,warehouse,0,Electricity,PSZ-HP
254,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
255,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
256,8,small_office,0,Electricity,PSZ-HP
257,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
258,24,small_office,0,FuelOil,PSZ-AC with gas coil
259,16,strip_mall,0,Electricity,PSZ-AC with electric coil
260,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
261,39,warehouse,0,Electricity,PSZ-HP
262,38,strip_mall,0,Electricity,PSZ-HP
263,39,small_office,0,Electricity,PSZ-HP
264,5,small_office,1,Electricity,PSZ-AC with electric coil
265,9,retail,0,Electricity,PTHP
266,33,small_office,0,Electricity,PSZ-AC with electric coil
267,104,retail,0,NaturalGas,PSZ-AC with gas coil
268,101,retail,0,NaturalGas,PSZ-AC with gas coil
269,20,retail,0,NaturalGas,PSZ-AC with gas coil
270,13,small_office,0,Electricity,PSZ-AC with electric coil
271,38,small_office,0,Electricity,PTHP
272,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
273,6,small_office,0,Electricity,PSZ-AC with electric coil
274,9,retail,0,Electricity,PSZ-HP
275,33,warehouse,0,Electricity,PSZ-AC with electric coil
276,32,small_office,0,Electricity,PSZ-HP
277,5,warehouse,0,Electricity,PTHP
278,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
279,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
280,101,small_office,0,NaturalGas,PSZ-AC with gas coil
281,105,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
282,30,strip_mall,0,Electricity,PSZ-AC with electric coil
283,9,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
284,105,small_office,0,Electricity,PSZ-AC with electric coil
285,108,retail,0,NaturalGas,PSZ-AC with gas coil
286,37,small_office,0,Electricity,PSZ-HP
287,4,strip_mall,0,Electricity,PSZ-AC with electric coil
288,13,warehouse,0,Propane,PSZ-AC with gas coil
289,40,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
290,6,strip_mall,0,Electricity,PSZ-HP
291,30,small_office,0,Electricity,PSZ-AC with electric coil
292,22,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
293,20,retail,0,Propane,PSZ-AC with gas coil
294,32,strip_mall,0,Electricity,PSZ-HP
295,29,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
296,15,small_office,0,NaturalGas,PSZ-AC with gas coil
297,32,small_office,0,NaturalGas,PSZ-AC with gas coil
298,13,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
299,17,retail,0,Electricity,PSZ-AC with electric coil
300,37,strip_mall,0,Electricity,PSZ-HP
301,47,strip_mall,0,NaturalGas,PSZ-AC with gas coil
302,31,strip_mall,0,NaturalGas,PSZ-AC with gas coil
303,49,small_office,0,NaturalGas,PSZ-AC with gas coil
304,31,small_office,0,NaturalGas,PSZ-AC with gas coil
305,33,strip_mall,0,Electricity,PSZ-AC with electric coil
306,39,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
307,31,warehouse,0,NaturalGas,PSZ-AC with gas coil
308,0,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
309,102,small_office,0,Electricity,PSZ-AC with electric coil
310,0,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
311,32,warehouse,0,Electricity,PSZ-AC with electric coil
312,48,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
313,21,strip_mall,0,NaturalGas,PSZ-AC with gas coil
314,2,small_office,0,NaturalGas,PSZ-AC with gas coil
315,30,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
316,39,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
317,32,retail,0,NaturalGas,PSZ-AC with gas coil
318,16,warehouse,0,Electricity,PSZ-AC with electric coil
319,27,warehouse,0,NaturalGas,PSZ-AC with gas coil
320,4,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
321,16,warehouse,0,NaturalGas,PSZ-AC with gas coil
322,17,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
323,37,warehouse,0,Electricity,PSZ-AC with electric coil
324,22,retail,0,NaturalGas,Residential AC with residential forced air furnace
325,2,retail,0,NaturalGas,PSZ-AC with gas coil
326,105,strip_mall,0,Electricity,PSZ-AC with electric coil
327,48,warehouse,0,FuelOil,PSZ-AC with gas coil
328,5,retail,0,NaturalGas,PSZ-AC with gas coil
329,101,warehouse,0,Electricity,PSZ-AC with electric coil
330,37,retail,0,Electricity,PTHP
331,49,warehouse,0,NaturalGas,PSZ-AC with gas coil
332,5,strip_mall,1,Electricity,PSZ-AC with electric coil
333,12,retail,0,Electricity,PSZ-AC with electric coil
334,37,retail,0,Propane,PSZ-AC with gas coil
335,19,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
336,22,retail,1,NaturalGas,PSZ-AC with gas coil
337,32,retail,0,Electricity,PSZ-AC with electric coil
338,0,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
339,37,retail,0,Electricity,PSZ-HP
340,13,retail,0,Electricity,PSZ-AC with electric coil
341,38,retail,0,Electricity,PSZ-HP
342,37,small_office,0,NaturalGas,PSZ-AC with gas coil
343,29,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
344,2,warehouse,0,NaturalGas,PSZ-AC with gas coil
345,6,warehouse,0,Electricity,PTAC with electric coil
346,25,small_office,0,Electricity,PTHP
347,33,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
348,104,small_office,0,NaturalGas,PSZ-AC with gas coil
349,19,warehouse,0,Electricity,PSZ-AC with electric coil
350,2,retail,0,Electricity,PSZ-AC with electric coil
351,8,retail,0,Electricity,PSZ-AC with electric coil
352,108,warehouse,0,NaturalGas,PSZ-AC with gas coil
353,9,full_service_restaurant,0,Electricity,PSZ-HP
354,19,strip_mall,1,NaturalGas,PSZ-AC with gas coil
355,33,retail,0,Electricity,PSZ-AC with electric coil
356,2,small_office,0,Electricity,PSZ-AC with electric coil
357,5,small_office,0,NaturalGas,PSZ-AC with gas coil
358,8,strip_mall,0,Electricity,PSZ-HP
359,2,strip_mall,0,Electricity,PSZ-AC with electric coil
360,25,small_office,0,NaturalGas,Residential AC with residential forced air furnace
361,18,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
362,40,retail,1,Electricity,PSZ-AC with electric coil
363,17,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
364,6,retail,0,Electricity,PTHP
365,30,small_office,0,Electricity,PTAC with electric coil
366,23,strip_mall,0,NaturalGas,PSZ-AC with gas coil
367,106,warehouse,0,Electricity,PSZ-AC with electric coil
368,22,small_office,0,Electricity,PTHP
369,28,small_office,0,NaturalGas,Residential AC with residential forced air furnace
370,24,full_service_restaurant,0,Propane,PSZ-AC with gas coil
371,40,retail,0,Electricity,PTHP
372,5,small_office,1,Electricity,PVAV with PFP boxes
373,6,retail,0,Electricity,PSZ-HP
374,103,retail,0,NaturalGas,PSZ-AC with gas coil
375,9,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
376,0,retail,0,Electricity,PSZ-HP
377,15,strip_mall,0,Electricity,PSZ-AC with electric coil
378,40,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
379,19,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
380,49,retail,0,NaturalGas,PSZ-AC with gas coil
381,0,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
382,108,small_office,0,NaturalGas,PSZ-AC with gas coil
383,0,warehouse,0,Electricity,PSZ-AC with electric coil
384,19,strip_mall,2,NaturalGas,PSZ-AC with gas coil
385,8,warehouse,0,Electricity,PSZ-AC with electric coil
386,47,retail,0,FuelOil,PSZ-AC with gas coil
387,109,strip_mall,0,NaturalGas,PSZ-AC with gas coil
388,34,strip_mall,0,NaturalGas,PSZ-AC with gas coil
389,38,small_office,0,Electricity,PSZ-HP
390,8,retail,0,Propane,PSZ-AC with gas coil
391,10,retail,0,Propane,PSZ-AC with gas coil
392,5,large_hotel,0,Electricity,PTAC with electric coil
393,20,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
394,12,small_office,0,NaturalGas,Residential AC with residential forced air furnace
395,31,retail,0,NaturalGas,PSZ-AC with gas coil
396,29,small_office,0,Electricity,PSZ-AC with electric coil
397,9,retail,1,Electricity,PSZ-AC with electric coil
398,25,small_office,0,Electricity,PSZ-AC with electric coil
399,38,warehouse,0,Electricity,PSZ-AC with electric coil
400,17,small_office,0,Electricity,PSZ-AC with electric coil
401,9,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
402,5,small_hotel,0,Electricity,PTAC with electric coil
403,2,warehouse,0,Electricity,PSZ-AC with electric coil
404,30,small_office,0,Electricity,PTHP
405,26,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
406,13,small_office,0,Electricity,PTAC with electric coil
407,13,strip_mall,0,Electricity,PSZ-AC with electric coil
408,10,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
409,102,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
410,24,warehouse,0,FuelOil,PSZ-AC with gas coil
411,22,small_office,0,Electricity,PSZ-HP
412,8,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
413,107,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
414,40,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
415,19,warehouse,1,NaturalGas,PVAV with gas boiler reheat
416,38,small_office,0,NaturalGas,Residential AC with residential forced air furnace
417,39,small_office,0,Electricity,PTAC with electric coil
418,5,retail,0,Propane,PSZ-AC with gas coil
419,48,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
420,108,warehouse,0,Electricity,PSZ-AC with electric coil
421,5,retail,0,Electricity,PTAC with electric coil
422,6,small_office,0,Electricity,PSZ-HP
423,0,full_service_restaurant,0,Propane,PSZ-AC with gas coil
424,0,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
425,39,retail,0,NaturalGas,Residential AC with residential forced air furnace
426,105,warehouse,0,Electricity,PSZ-HP
427,22,warehouse,0,Electricity,PTHP
428,20,full_service_restaurant,0,Propane,PSZ-AC with gas coil
429,22,retail,0,Electricity,PTAC with electric coil
430,102,warehouse,0,Electricity,PSZ-AC with electric coil
431,26,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
432,11,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
433,19,small_office,1,NaturalGas,Residential AC with residential forced air furnace
434,19,small_office,0,Electricity,PSZ-AC with electric coil
435,101,small_office,0,Electricity,PSZ-AC with electric coil
436,5,strip_mall,2,Electricity,PVAV with PFP boxes
437,19,retail,0,Electricity,PSZ-HP
438,18,retail,1,NaturalGas,PSZ-AC with gas coil
439,20,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
440,29,warehouse,0,Electricity,PSZ-AC with electric coil
441,30,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
442,8,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
443,12,strip_mall,0,NaturalGas,PSZ-AC with gas coil
444,11,warehouse,0,Electricity,PSZ-AC with electric coil
445,38,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
446,36,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
447,5,small_office,1,Electricity,PSZ-HP
448,11,small_office,0,NaturalGas,Residential AC with residential forced air furnace
449,30,warehouse,0,Electricity,PSZ-AC with electric coil
450,40,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
451,22,retail,0,Electricity,PSZ-HP
452,24,small_office,0,NaturalGas,PSZ-AC with gas coil
453,107,retail,1,NaturalGas,PSZ-AC with gas coil
454,12,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
455,22,small_office,0,Electricity,PTAC with electric coil
456,10,retail,0,Electricity,PSZ-AC with electric coil
457,12,warehouse,0,Electricity,PSZ-HP
458,27,small_office,0,NaturalGas,Residential AC with residential forced air furnace
459,107,retail,0,NaturalGas,Residential AC with residential forced air furnace
460,28,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
461,6,retail,1,Electricity,PSZ-AC with electric coil
462,25,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
463,106,small_office,0,NaturalGas,PSZ-AC with gas coil
464,12,strip_mall,0,Electricity,PSZ-HP
465,27,small_office,0,NaturalGas,PSZ-AC with gas coil
466,29,strip_mall,0,Electricity,PSZ-AC with electric coil
467,32,warehouse,0,Electricity,PSZ-HP
468,12,small_office,0,Electricity,PSZ-AC with electric coil
469,48,strip_mall,0,Electricity,PSZ-AC with electric coil
470,30,small_office,0,Electricity,PSZ-HP
