Building,sampling_region,building_type,size_bin,heating_fuel,hvac_system_type
53,0,warehouse,0,NaturalGas,PSZ-AC with gas coil
54,40,strip_mall,0,NaturalGas,PSZ-AC with gas coil
55,22,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
56,8,retail,0,NaturalGas,PSZ-AC with gas coil
57,39,strip_mall,0,Electricity,PSZ-AC with electric coil
58,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
59,22,retail,0,NaturalGas,PSZ-AC with gas coil
60,36,warehouse,0,NaturalGas,PSZ-AC with gas coil
61,20,strip_mall,0,NaturalGas,PSZ-AC with gas coil
62,8,small_office,0,Electricity,PSZ-HP
63,18,retail,0,NaturalGas,PSZ-AC with gas coil
64,0,retail,0,NaturalGas,PSZ-AC with gas coil
65,22,small_office,0,NaturalGas,PSZ-AC with gas coil
66,10,retail,0,FuelOil,PSZ-AC with gas coil
67,0,small_office,0,Electricity,PSZ-HP
68,40,small_office,0,Electricity,PSZ-AC with electric coil
69,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
70,29,small_office,0,NaturalGas,PSZ-AC with gas coil
71,0,strip_mall,0,Electricity,PSZ-AC with electric coil
72,26,strip_mall,0,NaturalGas,PSZ-AC with gas coil
73,17,warehouse,0,NaturalGas,PSZ-AC with gas coil
74,105,warehouse,0,Electricity,PSZ-AC with electric coil
75,19,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
76,30,small_office,0,NaturalGas,PSZ-AC with gas coil
77,17,small_office,0,NaturalGas,PSZ-AC with gas coil
78,32,small_office,0,Electricity,PSZ-HP
79,19,retail,1,NaturalGas,PSZ-AC with gas coil
80,17,retail,0,NaturalGas,PSZ-AC with gas coil
81,104,strip_mall,0,NaturalGas,PSZ-AC with gas coil
82,107,strip_mall,0,NaturalGas,PSZ-AC with gas coil
83,6,warehouse,0,Electricity,PSZ-AC with electric coil
84,101,strip_mall,0,NaturalGas,PSZ-AC with gas coil
85,4,strip_mall,0,NaturalGas,PSZ-AC with gas coil
86,37,small_office,0,Electricity,PSZ-HP
87,4,small_office,0,NaturalGas,PSZ-AC with gas coil
88,18,small_office,0,NaturalGas,PSZ-AC with gas coil
89,16,small_office,0,NaturalGas,PSZ-AC with gas coil
90,8,small_office,0,NaturalGas,PSZ-AC with gas coil
91,38,warehouse,0,NaturalGas,PSZ-AC with gas coil
92,38,retail,0,NaturalGas,PSZ-AC with gas coil
93,18,small_office,0,NaturalGas,Residential AC with residential forced air furnace
94,9,small_office,0,NaturalGas,PSZ-AC with gas coil
95,0,small_office,0,Electricity,PSZ-AC with electric coil
96,5,warehouse,0,NaturalGas,PSZ-AC with gas coil
97,13,small_office,0,NaturalGas,Residential AC with residential forced air furnace
98,30,retail,0,NaturalGas,PSZ-AC with gas coil
99,38,strip_mall,0,Electricity,PSZ-HP
100,40,retail,0,Electricity,PSZ-AC with electric coil
101,13,small_office,0,NaturalGas,PSZ-AC with gas coil
102,104,warehouse,0,Electricity,PSZ-AC with electric coil
103,25,warehouse,0,NaturalGas,PSZ-AC with gas coil
104,5,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
105,107,warehouse,0,Electricity,PSZ-AC with electric coil
106,13,retail,0,NaturalGas,PSZ-AC with gas coil
107,29,retail,0,NaturalGas,PSZ-AC with gas coil
108,26,retail,0,NaturalGas,PSZ-AC with gas coil
109,38,strip_mall,0,NaturalGas,PSZ-AC with gas coil
110,36,retail,0,NaturalGas,PSZ-AC with gas coil
111,16,retail,0,NaturalGas,PSZ-AC with gas coil
112,28,small_office,0,NaturalGas,PSZ-AC with gas coil
113,9,strip_mall,0,Electricity,PSZ-AC with electric coil
114,39,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
115,38,small_office,0,NaturalGas,PSZ-AC with gas coil
116,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
117,8,small_office,0,Electricity,PSZ-AC with electric coil
118,5,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
119,36,small_office,0,NaturalGas,PSZ-AC with gas coil
120,29,small_office,0,NaturalGas,Residential AC with residential forced air furnace
121,24,strip_mall,0,NaturalGas,PSZ-AC with gas coil
122,5,warehouse,0,Electricity,PTAC with electric coil
123,30,small_office,0,NaturalGas,Residential AC with residential forced air furnace
124,13,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
125,25,strip_mall,0,NaturalGas,PSZ-AC with gas coil
126,38,strip_mall,0,Electricity,PSZ-AC with electric coil
127,40,strip_mall,0,Electricity,PSZ-AC with electric coil
128,37,retail,0,NaturalGas,PSZ-AC with gas coil
129,10,small_office,0,NaturalGas,PSZ-AC with gas coil
130,22,strip_mall,0,Electricity,PSZ-HP
131,2,strip_mall,0,NaturalGas,PSZ-AC with gas coil
132,12,warehouse,0,Electricity,PSZ-AC with electric coil
133,26,warehouse,0,NaturalGas,PSZ-AC with gas coil
134,107,small_office,0,Electricity,PSZ-AC with electric coil
135,33,small_office,0,NaturalGas,PSZ-AC with gas coil
136,16,warehouse,0,NaturalGas,PSZ-AC with gas coil
137,5,full_service_restaurant,0,Electricity,PSZ-HP
138,28,strip_mall,0,NaturalGas,PSZ-AC with gas coil
139,6,strip_mall,0,Electricity,PSZ-HP
140,40,warehouse,0,NaturalGas,PSZ-AC with gas coil
141,37,strip_mall,0,Electricity,PSZ-HP
142,40,small_office,0,NaturalGas,PSZ-AC with gas coil
143,32,strip_mall,0,Electricity,PSZ-HP
144,40,retail,0,NaturalGas,PSZ-AC with gas coil
145,22,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
146,20,warehouse,0,NaturalGas,PSZ-AC with gas coil
147,10,small_office,0,FuelOil,Residential AC with residential forced air furnace
148,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
149,32,warehouse,0,NaturalGas,PSZ-AC with gas coil
150,38,small_office,0,Electricity,PSZ-HP
151,103,strip_mall,0,NaturalGas,PSZ-AC with gas coil
152,33,warehouse,0,NaturalGas,PSZ-AC with gas coil
153,4,retail,0,NaturalGas,PSZ-AC with gas coil
154,105,strip_mall,0,Electricity,PSZ-AC with electric coil
155,32,small_office,0,Electricity,PSZ-AC with electric coil
156,48,small_office,0,NaturalGas,PSZ-AC with gas coil
157,18,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
158,5,retail,0,NaturalGas,PSZ-AC with gas coil
159,6,small_office,0,Electricity,PSZ-HP
160,9,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
161,105,small_office,0,Electricity,PSZ-AC with electric coil
162,27,strip_mall,0,NaturalGas,PSZ-AC with gas coil
163,37,strip_mall,0,NaturalGas,PSZ-AC with gas coil
164,37,small_office,0,Electricity,PSZ-AC with electric coil
165,12,strip_mall,0,Electricity,PSZ-AC with electric coil
166,25,retail,0,NaturalGas,PSZ-AC with gas coil
167,5,retail,1,Electricity,PSZ-AC with electric coil
168,22,small_office,0,NaturalGas,Residential AC with residential forced air furnace
169,12,warehouse,0,NaturalGas,PSZ-AC with gas coil
170,37,warehouse,0,NaturalGas,PSZ-AC with gas coil
171,28,warehouse,0,NaturalGas,PSZ-AC with gas coil
172,8,strip_mall,0,Electricity,PSZ-HP
173,6,warehouse,0,Electricity,PSZ-HP
174,17,small_office,0,NaturalGas,Residential AC with residential forced air furnace
175,102,small_office,0,Electricity,PSZ-AC with electric coil
176,10,warehouse,0,NaturalGas,PSZ-AC with gas coil
177,33,retail,0,NaturalGas,PSZ-AC with gas coil
178,22,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
179,18,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
180,107,retail,0,NaturalGas,PSZ-AC with gas coil
181,22,retail,0,Electricity,PSZ-HP
182,36,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
183,5,strip_mall,0,NaturalGas,PSZ-AC with gas coil
184,19,small_office,1,NaturalGas,PSZ-AC with gas coil
185,105,warehouse,0,NaturalGas,PSZ-AC with gas coil
186,48,retail,0,NaturalGas,PSZ-AC with gas coil
187,9,retail,0,Electricity,PSZ-HP
188,22,small_office,0,Electricity,PSZ-HP
189,13,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
190,24,small_office,0,FuelOil,Residential AC with residential forced air furnace
191,11,strip_mall,0,NaturalGas,PSZ-AC with gas coil
192,13,small_office,0,Electricity,PSZ-AC with electric coil
193,36,small_office,0,NaturalGas,Residential AC with residential forced air furnace
194,106,strip_mall,0,NaturalGas,PSZ-AC with gas coil
195,12,small_office,0,NaturalGas,PSZ-AC with gas coil
196,6,retail,0,Electricity,PSZ-HP
197,26,small_office,0,NaturalGas,PSZ-AC with gas coil
198,32,retail,0,NaturalGas,PSZ-AC with gas coil
199,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
200,101,warehouse,0,Electricity,PSZ-AC with electric coil
201,8,small_office,0,NaturalGas,Residential AC with residential forced air furnace
202,38,small_office,0,Electricity,PSZ-AC with electric coil
203,19,small_office,0,Electricity,PSZ-AC with electric coil
204,26,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
205,24,retail,0,FuelOil,PSZ-AC with gas coil
206,28,retail,0,NaturalGas,PSZ-AC with gas coil
207,32,strip_mall,0,NaturalGas,PSZ-AC with gas coil
208,0,small_office,0,NaturalGas,Residential AC with residential forced air furnace
209,9,warehouse,0,Electricity,PSZ-AC with electric coil
210,40,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
211,30,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
212,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
213,12,small_office,0,Electricity,PSZ-HP
214,13,warehouse,0,Electricity,PSZ-AC with electric coil
215,9,small_office,0,NaturalGas,Residential AC with residential forced air furnace
216,106,warehouse,0,Electricity,PSZ-AC with electric coil
217,33,small_office,0,Electricity,PSZ-AC with electric coil
218,40,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
219,25,small_office,0,Electricity,PSZ-HP
220,16,strip_mall,0,Electricity,PSZ-AC with electric coil
221,108,strip_mall,0,NaturalGas,PSZ-AC with gas coil
222,19,retail,0,Electricity,PSZ-AC with electric coil
223,33,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
224,37,retail,0,Electricity,PSZ-HP
225,10,warehouse,0,FuelOil,Residential forced air furnace
226,105,retail,0,NaturalGas,PSZ-AC with gas coil
227,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
228,20,retail,0,NaturalGas,PSZ-AC with gas coil
229,29,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
230,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
231,26,small_office,0,NaturalGas,Residential AC with residential forced air furnace
232,9,retail,0,Electricity,PSZ-AC with electric coil
233,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
234,48,small_office,0,NaturalGas,Residential AC with residential forced air furnace
235,4,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
236,33,warehouse,0,Electricity,PSZ-AC with electric coil
237,12,retail,0,Electricity,PSZ-AC with electric coil
238,22,retail,1,Electricity,PSZ-AC with electric coil
239,19,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
240,39,retail,0,NaturalGas,Residential AC with residential forced air furnace
241,6,retail,0,Electricity,PSZ-AC with electric coil
242,11,retail,0,NaturalGas,PSZ-AC with gas coil
243,102,retail,0,NaturalGas,PSZ-AC with gas coil
244,104,warehouse,0,NaturalGas,PSZ-AC with gas coil
245,17,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
246,20,small_office,0,NaturalGas,PSZ-AC with gas coil
247,39,small_office,0,Electricity,PSZ-AC with electric coil
248,25,small_office,0,NaturalGas,PSZ-AC with gas coil
249,0,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
250,102,warehouse,0,Electricity,PSZ-AC with electric coil
251,101,small_office,0,Electricity,PSZ-AC with electric coil
252,16,strip_mall,0,NaturalGas,PSZ-AC with gas coil
253,6,small_office,0,Electricity,PSZ-AC with electric coil
254,4,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
255,11,small_office,0,NaturalGas,PSZ-AC with gas coil
256,11,warehouse,0,NaturalGas,PSZ-AC with gas coil
257,108,warehouse,0,Electricity,PSZ-AC with electric coil
258,15,small_office,0,NaturalGas,PSZ-AC with gas coil
259,30,small_office,0,Electricity,PSZ-HP
260,31,strip_mall,0,NaturalGas,PSZ-AC with gas coil
261,37,retail,0,Electricity,PSZ-AC with electric coil
262,102,strip_mall,0,Electricity,PSZ-AC with electric coil
263,17,strip_mall,0,Electricity,PSZ-HP
264,107,strip_mall,0,Electricity,PSZ-AC with electric coil
265,38,retail,0,Electricity,PSZ-AC with electric coil
266,33,small_office,0,NaturalGas,Residential AC with residential forced air furnace
267,19,warehouse,0,Electricity,PSZ-AC with electric coil
268,12,small_office,0,Electricity,PSZ-AC with electric coil
269,27,warehouse,0,NaturalGas,PSZ-AC with gas coil
270,19,strip_mall,1,NaturalGas,PSZ-AC with gas coil
271,13,strip_mall,0,Electricity,PSZ-AC with electric coil
272,33,strip_mall,0,Electricity,PSZ-AC with electric coil
273,0,warehouse,0,Electricity,PSZ-AC with electric coil
274,47,strip_mall,0,NaturalGas,PSZ-AC with gas coil
275,106,retail,0,NaturalGas,PSZ-AC with gas coil
276,105,warehouse,0,Electricity,PSZ-HP
277,48,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
278,17,small_office,0,Electricity,PSZ-HP
279,40,small_office,0,NaturalGas,Residential AC with residential forced air furnace
280,19,small_office,0,Electricity,PSZ-HP
281,10,small_office,0,Electricity,PSZ-AC with electric coil
282,6,strip_mall,0,Electricity,PSZ-AC with electric coil
283,2,small_office,0,Electricity,PSZ-AC with electric coil
284,17,small_office,0,Electricity,PSZ-AC with electric coil
285,5,small_office,1,Electricity,PSZ-AC with electric coil
286,38,warehouse,0,Electricity,PSZ-AC with electric coil
287,17,strip_mall,0,Electricity,PSZ-AC with electric coil
288,39,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
289,107,warehouse,0,NaturalGas,PSZ-AC with gas coil
290,0,retail,0,Electricity,PSZ-AC with electric coil
291,10,retail,0,NaturalGas,PSZ-AC with gas coil
292,0,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
293,21,strip_mall,0,NaturalGas,PSZ-AC with gas coil
294,22,retail,0,NaturalGas,Residential AC with residential forced air furnace
295,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
296,16,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
297,30,small_office,0,Electricity,PSZ-AC with electric coil
298,12,strip_mall,0,NaturalGas,PSZ-AC with gas coil
299,5,small_office,0,Electricity,PTHP
300,37,strip_mall,0,Electricity,PSZ-AC with electric coil
301,49,warehouse,0,NaturalGas,PSZ-AC with gas coil
302,32,strip_mall,0,Electricity,PSZ-AC with electric coil
303,31,warehouse,0,NaturalGas,PSZ-AC with gas coil
304,13,small_office,0,Electricity,PSZ-HP
305,32,retail,0,Electricity,PSZ-HP
306,31,small_office,0,NaturalGas,PSZ-AC with gas coil
307,108,small_office,0,Electricity,PSZ-AC with electric coil
308,13,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
309,29,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
310,101,strip_mall,0,Electricity,PSZ-AC with electric coil
311,39,small_office,0,NaturalGas,Residential AC with residential forced air furnace
312,18,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
313,9,retail,1,NaturalGas,PSZ-AC with gas coil
314,19,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
315,22,retail,1,NaturalGas,PSZ-AC with gas coil
316,39,retail,1,NaturalGas,PSZ-AC with gas coil
317,2,retail,0,NaturalGas,PSZ-AC with gas coil
318,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
319,48,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
320,17,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
321,105,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
322,6,warehouse,0,Electricity,PTAC with electric coil
323,104,retail,0,NaturalGas,PSZ-AC with gas coil
324,13,retail,0,Electricity,PSZ-AC with electric coil
325,5,strip_mall,1,Electricity,PSZ-AC with electric coil
326,2,small_office,0,NaturalGas,PSZ-AC with gas coil
327,5,small_office,0,Electricity,PTAC with electric coil
328,105,small_office,0,NaturalGas,PSZ-AC with gas coil
329,2,strip_mall,0,Electricity,PSZ-AC with electric coil
330,47,retail,0,FuelOil,PSZ-AC with gas coil
331,5,small_office,1,Electricity,PSZ-HP
332,25,small_office,0,Electricity,PSZ-AC with electric coil
333,104,small_office,0,Electricity,PSZ-AC with electric coil
334,101,retail,0,NaturalGas,PSZ-AC with gas coil
335,104,strip_mall,0,Electricity,PSZ-AC with electric coil
336,40,strip_mall,0,Electricity,PSZ-HP
337,30,small_office,0,FuelOil,Residential AC with residential forced air furnace
338,40,retail,0,Electricity,PSZ-HP
339,2,warehouse,0,Electricity,PSZ-AC with electric coil
340,106,warehouse,0,NaturalGas,PSZ-AC with gas coil
341,13,strip_mall,0,Electricity,PSZ-HP
342,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
343,23,strip_mall,0,NaturalGas,PSZ-AC with gas coil
344,8,strip_mall,0,Electricity,PSZ-AC with electric coil
345,29,small_office,0,Electricity,PSZ-HP
346,19,strip_mall,2,NaturalGas,PSZ-AC with gas coil
347,8,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
348,40,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
349,18,warehouse,1,NaturalGas,PSZ-AC with gas coil
350,0,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
351,102,small_office,0,NaturalGas,PSZ-AC with gas coil
352,9,warehouse,0,Electricity,PSZ-HP
353,49,small_office,0,NaturalGas,PSZ-AC with gas coil
354,37,warehouse,0,Electricity,PSZ-AC with electric coil
355,5,large_hotel,0,Electricity,PTAC with electric coil
356,20,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
357,48,small_office,0,FuelOil,Residential AC with residential forced air furnace
358,2,retail,0,Electricity,PSZ-AC with electric coil
359,13,full_service_restaurant,0,Propane,PSZ-AC with gas coil
360,12,retail,0,NaturalGas,PSZ-AC with gas coil
361,40,retail,1,Electricity,PSZ-AC with electric coil
362,32,small_office,0,NaturalGas,PSZ-AC with gas coil
363,12,strip_mall,0,Electricity,PSZ-HP
364,103,strip_mall,0,Electricity,PSZ-AC with electric coil
365,13,small_office,0,Electricity,PTAC with electric coil
366,26,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
367,107,small_office,0,Electricity,PSZ-HP
368,9,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
369,34,strip_mall,0,NaturalGas,PSZ-AC with gas coil
370,107,small_office,0,NaturalGas,PSZ-AC with gas coil
371,32,retail,0,Electricity,PSZ-AC with electric coil
372,19,strip_mall,0,Electricity,PSZ-AC with electric coil
373,10,small_office,0,Electricity,PSZ-HP
374,18,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
375,104,warehouse,0,Electricity,PSZ-HP
376,20,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
377,12,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
378,32,warehouse,0,Electricity,PSZ-AC with electric coil
379,108,retail,0,NaturalGas,PSZ-AC with gas coil
380,11,warehouse,0,Electricity,PSZ-AC with electric coil
381,5,small_hotel,0,Electricity,PTAC with electric coil
382,25,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
383,40,small_office,0,Electricity,PSZ-HP
384,5,small_office,1,Electricity,PVAV with PFP boxes
385,15,retail,0,NaturalGas,PSZ-AC with gas coil
386,33,retail,0,Electricity,PSZ-AC with electric coil
387,48,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
388,107,warehouse,0,Electricity,PSZ-HP
389,40,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
390,19,small_office,1,NaturalGas,PVAV with gas heat with electric reheat
391,101,warehouse,0,NaturalGas,PSZ-AC with gas coil
392,107,retail,0,Electricity,PSZ-AC with electric coil
393,39,warehouse,0,Electricity,PSZ-AC with electric coil
394,7,small_office,0,Electricity,PSZ-HP
395,18,retail,1,NaturalGas,PSZ-AC with gas coil
396,30,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
397,105,small_office,0,Electricity,PSZ-HP
398,29,warehouse,1,NaturalGas,PSZ-AC with gas coil
399,8,retail,0,Electricity,PSZ-HP
400,29,small_office,0,Electricity,PSZ-AC with electric coil
401,4,strip_mall,0,Electricity,PSZ-AC with electric coil
402,5,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
403,8,retail,1,NaturalGas,PSZ-AC with gas coil
404,2,warehouse,0,NaturalGas,PSZ-AC with gas coil
405,24,warehouse,0,NaturalGas,PSZ-AC with gas coil
406,0,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
407,11,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
408,12,warehouse,0,Electricity,PSZ-HP
409,30,small_office,0,Electricity,PTAC with electric coil
410,13,warehouse,0,Propane,PSZ-AC with gas coil
411,10,warehouse,0,Electricity,PSZ-AC with electric coil
412,28,small_office,0,NaturalGas,Residential AC with residential forced air furnace
413,5,strip_mall,2,Electricity,PVAV with PFP boxes
414,45,small_office,0,Electricity,PSZ-HP
415,38,retail,0,Electricity,PSZ-HP
416,11,small_office,0,Electricity,PSZ-AC with electric coil
417,31,retail,0,NaturalGas,PSZ-AC with gas coil
418,15,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
419,103,warehouse,0,Electricity,PSZ-AC with electric coil
420,100,small_office,0,Electricity,PSZ-AC with electric coil
421,13,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
422,39,strip_mall,0,Electricity,PSZ-HP
423,22,warehouse,0,Electricity,PTAC with electric coil
424,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
425,22,strip_mall,1,NaturalGas,PSZ-AC with gas coil
426,8,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
427,8,warehouse,0,Electricity,PSZ-AC with electric coil
428,25,small_office,0,NaturalGas,Residential AC with residential forced air furnace
429,38,small_office,0,NaturalGas,Residential AC with residential forced air furnace
430,27,small_office,0,NaturalGas,Residential AC with residential forced air furnace
431,37,small_office,0,NaturalGas,PSZ-AC with gas coil
432,17,retail,0,Electricity,PSZ-AC with electric coil
433,37,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
434,37,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
435,10,retail,0,Electricity,PSZ-AC with electric coil
436,8,warehouse,1,NaturalGas,PSZ-AC with gas coil
437,109,strip_mall,0,NaturalGas,PSZ-AC with gas coil
438,9,warehouse,0,Propane,PSZ-AC with gas coil
439,19,strip_mall,0,Electricity,PSZ-HP
440,12,retail,0,Electricity,PSZ-HP
441,35,strip_mall,0,NaturalGas,PSZ-AC with gas coil
442,36,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
443,102,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
444,39,warehouse,1,NaturalGas,PSZ-AC with gas coil
445,102,small_office,0,Electricity,PSZ-HP
446,39,small_office,1,NaturalGas,PSZ-AC with gas coil
447,19,small_office,1,NaturalGas,Residential AC with residential forced air furnace
448,16,small_office,0,Electricity,PSZ-AC with electric coil
449,5,small_office,0,NaturalGas,PSZ-AC with gas coil
450,0,retail,0,Electricity,PSZ-HP
451,15,strip_mall,0,Electricity,PSZ-AC with electric coil
452,38,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
453,0,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
454,16,small_office,0,NaturalGas,Residential AC with residential forced air furnace
455,6,retail,1,Electricity,PSZ-AC with electric coil
456,30,retail,0,Electricity,PSZ-AC with electric coil
457,13,retail,1,NaturalGas,PSZ-AC with gas coil
458,8,retail,0,Electricity,PSZ-AC with electric coil
459,13,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
460,27,small_office,0,NaturalGas,PSZ-AC with gas coil
461,9,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
462,17,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
463,12,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
464,9,full_service_restaurant,0,Electricity,PSZ-HP
465,49,retail,0,NaturalGas,PSZ-AC with gas coil
466,106,small_office,0,Electricity,PSZ-AC with electric coil
467,22,retail,0,Electricity,PTAC with electric coil
468,32,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
