PUBID,COMSTOCKBLDGTYPE,SQFT,FINALWT,FINALWT_SQFT,CENDIV,PUBCLIM,cstock_sys_type,primary_htg_fuel,secondary_htg_fuel,pct_heated,pct_cooled,main_htg_eq,main_clg_eq,chiller_type,chiller_pct,district_cw?,district_cw_pct,boiler?,pct_boiler,furnace?,pct_furnace,hp_rtu?,hp_zone?,hp_type,pct_hp,fcu?,ptac?,res_furn?,res_ac?,unit_heater?,baseboard_htg?,evap_cooling?,pct_evap_cool,has_vav?,doas?,has_psz?,frac_en_fuel,frac_htg_en_fuel
20,medium_office,71000,360.2180697,25575482.95,West North Central,Very cold/Cold,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,none,100,92,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.40391993391461994,1
22,small_office,2350,1791.310353,4209579.33,East South Central,Hot-dry/Mixed-dry/Hot-humid,none,Electricity,none,100,100,imputed,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
24,hospital,158000,9.284606554,1466967.836,Mountain,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,Electricity+Fuel_Oil,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,75,FALSE,999,TRUE,75,TRUE,75,TRUE,FALSE,WSHP,25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.6297748668868681,0.9931817084948779
25,warehouse,12500,1130.474738,14130934.22,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,10,15,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.15679111083502864,1
26,outpatient,5600,1559.828617,8735040.257,West North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.21777155050047162,1
27,retail,4800,1667.755161,8005224.772319999,Mountain,Very cold/Cold,Residential AC with residential forced air furnace,Fuel_Oil,Propane,95,25,Individual space heaters (other than heat pumps),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.637665309,1
28,large_office,395000,48.84104442,19292212.55,South Atlantic,Mixed-humid,VAV chiller with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,999,TRUE,FALSE,TRUE,0.001242533,0
29,hospital,250000,9.284606554,2321151.639,New England,Very cold/Cold,VAV air-cooled chiller with gas boiler reheat,Fuel_Oil,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),air-cooled,20,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.6206935413204465,1
30,primary_school,41500,311.1344891,12912081.3,Pacific,Very cold/Cold,DOAS with water source heat pumps cooling tower with boiler,Natural_Gas,Electricity,100,45,Boilers inside (or adjacent to) the building that produce steam or hot water,Heat pumps for cooling,none,999,FALSE,999,TRUE,55,FALSE,999,TRUE,FALSE,WSHP,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5880692180775194,0.9504867434637143
31,hospital,1400000,9.804200778,13725881.09,East North Central,Withheld to protect confidentiality,VAV air-cooled chiller with district hot water reheat,District_Heating,Electricity,100,80,District steam or hot water piped in from outside the building,District chilled water piped in from outside the building,air-cooled,25,TRUE,100,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.1332916940181293,0
32,retail,3000,1807.462867,5422388.6,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.5928626114445186,1
33,strip_mall,8300,1879.456006,15599484.85,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
35,secondary_school,81000,242.0869022,19609039.08,East South Central,Mixed-humid,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.6453672169447628,0.9640179548531894
40,large_hotel,130000,15.9456238,2072931.093,East North Central,Very cold/Cold,PTAC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5190466794807982,0.44398589872920075
42,retail,11250,1069.327578,12029935.26,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,50,12,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.8526805062932857,1
44,large_office,150000,24.43533486,3665300.229,South Atlantic,Mixed-humid,VAV air-cooled chiller with PFP boxes,Electricity,none,100,95,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,98,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.028981676,0
45,warehouse,20000,227.7915919,4555831.838,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,10,10,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4640205062761967,0.9935891085605921
47,hospital,142000,9.284606554,1318414.131,West South Central,Mixed-humid,VAV district chilled water with district hot water reheat,District_Heating,none,100,100,District steam or hot water piped in from outside the building,District chilled water piped in from outside the building,none,999,TRUE,100,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.2444205435653111,
48,retail,16250,1031.346329,16759377.85,Mountain,Very cold/Cold,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.057227596223674654,0.6912251833303523
49,full_service_restaurant,8500,880.7834623,7486659.43,South Atlantic,Mixed-humid,PSZ-AC with gas boiler,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.5722099209044232,1
50,small_office,3800,1879.456006,7141932.823,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
52,warehouse,190000,75.11828904,14272474.917599998,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,10,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.5246109796516181,1
53,quick_service_restaurant,2850,810.4054233,2309655.456,South Atlantic,Mixed-humid,none,Natural_Gas,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.40532590540647695,1
54,hospital,300000,9.284606554,2785381.966,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,Electricity,90,90,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),water-cooled,85,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,999,TRUE,FALSE,TRUE,0.5281637017162815,0.9995311283685883
56,primary_school,49500,311.1344891,15401157.21,Pacific,Very cold/Cold,VAV air-cooled chiller with gas boiler reheat,Electricity,Natural_Gas,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.6858263649778652,0.8568259997868998
58,warehouse,39500,647.9871845,25595493.79,Middle Atlantic,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,15,10,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.6676207850256488,1
60,retail,4000,1145.079814,4580319.2552000005,Middle Atlantic,Very cold/Cold,PSZ-HP,Electricity,none,100,100,Packaged central unit (roof mounted),Heat pumps for cooling,none,999,FALSE,999,TRUE,100,FALSE,999,TRUE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4715892367511967,0
61,retail,10750,657.7109258,7070392.452,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4368953865438592,0.9687468121318851
62,secondary_school,1550,1849.184963,2866236.692,West South Central,Hot-dry/Mixed-dry/Hot-humid,PTAC with electric coil,Electricity,none,100,100,Individual space heaters (other than heat pumps),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
63,warehouse,53000,21.82615039,1156785.9707759998,Pacific,Marine,PSZ-AC with electric coil,Electricity,none,10,10,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
69,medium_office,16500,1117.742122,18442745.02,South Atlantic,Mixed-humid,PVAV with gas heat with electric reheat,Electricity,Natural_Gas,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.026457879,0.12829847641296285
72,hospital,54000,19.69026303,1063274.204,New England,Very cold/Cold,PVAV with gas boiler reheat,Fuel_Oil,Electricity,100,85,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,90,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,999,TRUE,FALSE,TRUE,0.6118727520333073,0.9914421125328862
73,warehouse,600000,31.84718755,19108312.53,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PVAV with PFP boxes,Electricity,none,30,75,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.030424323,0
74,hospital,350000,13.28083229,4648291.302,East South Central,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.420006303,1
75,warehouse,1200,1484.515047,1781418.057,West North Central,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
76,large_office,1000000,15.9456238,15945623.8,Middle Atlantic,Mixed-humid,VAV chiller with district hot water reheat,District_Heating,none,100,100,District steam or hot water piped in from outside the building,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.03013022,
78,warehouse,2400,1197.386407,2873727.3763200003,West North Central,Very cold/Cold,Residential AC with residential forced air furnace,Natural_Gas,none,100,100,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.8244290079811267,1
79,warehouse,900000,62.70301769,56432715.92,West South Central,Hot-dry/Mixed-dry/Hot-humid,PVAV with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.001214288,0
80,large_office,800000,25.3225766,20258061.28,West North Central,Mixed-humid,VAV chiller with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0,0
81,primary_school,48000,239.3853819,11490498.33,East North Central,Very cold/Cold,DOAS with fan coil air-cooled chiller with boiler,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.6175494258245626,1
82,large_office,295000,86.87050674,25626799.49,East North Central,Very cold/Cold,VAV chiller with PFP boxes,Electricity,none,100,85,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.000988475,0
84,quick_service_restaurant,1600,887.4418834,1419907.013,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.7961838891441562,1
86,retail,28000,1145.079814,32062234.79,Middle Atlantic,Mixed-humid,PVAV with PFP boxes,Electricity,none,50,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0,0
87,small_office,6300,440.0460563,2772290.155,Pacific,Hot-dry/Mixed-dry/Hot-humid,none,Electricity,none,100,100,imputed,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
89,quick_service_restaurant,3850,961.7828133,3702863.831,South Atlantic,Mixed-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.6307225173110391,0
90,warehouse,9000,4637.851294,41740661.64,South Atlantic,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
91,small_office,3200,1879.456006,6014259.22,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
93,warehouse,2100,1807.462867,3795672.02,West South Central,Mixed-humid,PTHP,Electricity,none,40,40,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.004116854,0
96,strip_mall,55000,177.3446427,9753955.346,Middle Atlantic,Very cold/Cold,none,Natural_Gas,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.42146399491659337,1
99,retail,3500,1729.17335,6052106.725000001,West North Central,Mixed-humid,PTHP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
101,warehouse,128000,144.5579984,18503423.8,South Atlantic,Mixed-humid,PSZ-AC with electric coil,Electricity,none,100,4,Individual space heaters (other than heat pumps),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
102,warehouse,1250,4637.851294,5797314.117,South Atlantic,Mixed-humid,PTHP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
105,warehouse,1250,3862.691985,4828364.981749999,West South Central,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
107,warehouse,68000,137.3167166,9337536.728,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,100,50,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.3443205191457557,1
