PUBID,COMSTOCKBLDGTYPE,SQFT,FINALWT,FINALWT_SQFT,CENDIV,PUBCLIM,cstock_sys_type,primary_htg_fuel,secondary_htg_fuel,pct_heated,pct_cooled,main_htg_eq,main_clg_eq,chiller_type,chiller_pct,district_cw?,district_cw_pct,boiler?,pct_boiler,furnace?,pct_furnace,hp_rtu?,hp_zone?,hp_type,pct_hp,fcu?,ptac?,res_furn?,res_ac?,unit_heater?,baseboard_htg?,evap_cooling?,pct_evap_cool,has_vav?,doas?,has_psz?,frac_en_fuel,frac_htg_en_fuel
1190,outpatient,205000,9.284606554,1903344.344,Pacific,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,90,90,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.5087089676566461,1
1191,outpatient,106000,107.8199341,11428913.01,Middle Atlantic,Mixed-humid,DOAS with fan coil air-cooled chiller with boiler,Natural_Gas,none,100,90,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.4517799370893582,1
1193,medium_office,73000,276.9532743,20217589.03,Middle Atlantic,Very cold/Cold,PVAV with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0,0
1194,warehouse,3500,1300.818331,4552864.157,West North Central,Very cold/Cold,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1195,full_service_restaurant,3400,1807.462867,6145373.746,West North Central,Mixed-humid,none,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,98,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
1196,large_office,48000,632.5171068,30360821.12,East North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.6638660841075632,1
1197,outpatient,300000,9.284606554,2785381.966,South Atlantic,Mixed-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,TRUE,FALSE,0.34492055798809307,1
1198,warehouse,1500,1729.17335,2593760.025,West North Central,Very cold/Cold,none,none,none,100,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1199,warehouse,16500,1117.742122,18442745.02,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.091340143,0.7545045045045045
1201,small_hotel,7900,751.7265449,5938639.704,Pacific,Hot-dry/Mixed-dry/Hot-humid,PTAC with electric coil,Electricity,none,100,100,Individual space heaters (other than heat pumps),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,999,FALSE,FALSE,FALSE,0.6261025552905689,0
1202,small_office,11250,904.0181377,10170204.05,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PTHP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,TRUE,FALSE,0.001057279,0
1204,large_hotel,39500,385.9078129,15243358.61,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PTAC with electric coil,Electricity,none,100,100,Individual space heaters (other than heat pumps),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.4857583593629986,0
1206,warehouse,7500,692.2212209,5191659.156675001,South Atlantic,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1207,secondary_school,37500,583.35117,21875668.87,South Atlantic,Mixed-humid,PTHP,Electricity,none,100,95,Heat pumps (other than components of a packaged unit),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,ASHP,60,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.17533485970924592,0
1209,small_office,1100,1807.462867,1988209.153,East South Central,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.1738835404385258,0.8976464148877942
1210,full_service_restaurant,3300,1879.456006,6202204.82,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,95,95,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.32606287921308547,1
1213,strip_mall,166000,148.0554163,24577199.11,East North Central,Very cold/Cold,none,Natural_Gas,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.2725456417212532,1
1215,outpatient,73000,273.9970684,20001785.99,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PVAV with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0,0
1216,medium_office,90000,647.9871845,58318846.61,Middle Atlantic,Very cold/Cold,DOAS with fan coil chiller with boiler,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.28459701541520754,0.9942630982343561
1217,retail,16000,1170.302377,18724838.04,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,100,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,
1218,large_office,40000,579.2478297,23169913.19,South Atlantic,Mixed-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
1219,secondary_school,88000,583.35117,51334902.96,South Atlantic,Mixed-humid,DOAS with fan coil air-cooled chiller with boiler,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,85,FALSE,999,TRUE,95,FALSE,999,TRUE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.250871632,0.9790708303199789
1220,large_office,74000,55.96932616,4141730.136,Mountain,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.43790943044644026,1
1222,outpatient,70000,180.7606211,12653243.48,Mountain,Hot-dry/Mixed-dry/Hot-humid,DOAS with water source heat pumps cooling tower with boiler,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Individual room air conditioners (other than heat pumps),none,999,FALSE,999,TRUE,50,FALSE,999,TRUE,FALSE,WSHP,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,0.4610607500760854,0.9611426110143414
1224,warehouse,55000,293.7460926,16156035.09,West South Central,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.14712096961839854,1
1225,large_office,62000,158.2995606,9814572.755,Pacific,Hot-dry/Mixed-dry/Hot-humid,DOAS with VRF,Natural_Gas,Electricity,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,VRF,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.071030854,0.9225757797934516
1226,warehouse,3600,3782.180104,13615848.38,West South Central,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1227,retail,40000,1117.742122,44709684.89,South Atlantic,Mixed-humid,PSZ-HP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
1228,primary_school,17500,503.8633081,8817607.892,West South Central,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.25476106948655625,1
1229,hospital,215000,19.69026303,4233406.552,Mountain,Very cold/Cold,VAV district chilled water with district hot water reheat,District_Heating,none,100,100,District steam or hot water piped in from outside the building,District chilled water piped in from outside the building,none,999,TRUE,100,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0,
1230,small_office,1600,961.7828133,1538852.501,South Atlantic,Mixed-humid,PSZ-HP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.006859841,0
1231,primary_school,94000,356.1982883,33482639.1,South Atlantic,Mixed-humid,DOAS with fan coil chiller with boiler,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,80,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.3218835840238663,0.962043319
1232,small_office,10000,1879.456006,18794560.06,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PTHP,Electricity,none,50,50,Heat pumps (other than components of a packaged unit),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,100,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
1234,small_office,6900,143.9463491,993229.8087,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.26946413990942975,1
1235,warehouse,6800,1522.981789,10356276.16,South Atlantic,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1237,primary_school,178000,15.9456238,2838321.036,West North Central,Very cold/Cold,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,Fuel_Oil,100,95,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.4491032651316654,1
1238,hospital,275000,9.284606554,2553266.802,Mountain,Very cold/Cold,VAV chiller with gas boiler reheat,Natural_Gas,none,100,95,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,95,FALSE,999,TRUE,99,TRUE,1,FALSE,FALSE,none,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,999,TRUE,TRUE,FALSE,0.5827641576684433,1
1239,secondary_school,250000,84.0557634,21013940.85,Middle Atlantic,Mixed-humid,PSZ-AC with gas boiler,Natural_Gas,none,100,10,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.7043755375257494,1
1240,warehouse,7800,324.9534008,2534636.526,South Atlantic,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1243,full_service_restaurant,5400,697.4696148,3766335.92,West North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,100,Individual space heaters (other than heat pumps),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.442811536,1
1245,large_office,425000,25.3225766,10762095.05,East North Central,Very cold/Cold,VAV chiller with gas boiler reheat,Natural_Gas,Electricity,98,84,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,99,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.2567774359518379,0.9983334973371002
1246,hospital,240000,440.0460563,105611053.5,Pacific,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,90,FALSE,999,TRUE,90,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.4904134808962662,1
1250,outpatient,5600,1667.755161,9339428.901,Mountain,Very cold/Cold,Direct evap coolers with baseboard gas boiler,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,"Swamp"" coolers or evaporative coolers",none,999,FALSE,999,TRUE,75,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100,FALSE,FALSE,FALSE,0.7143405945464937,0.9954582580880021
1252,retail,5800,1484.515047,8610187.273,West North Central,Very cold/Cold,Residential AC with residential forced air furnace,Natural_Gas,none,85,85,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.4645557248751234,1
1254,retail,16500,1828.052347,30162863.72,Pacific,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,10,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,
1256,large_office,116000,17.71152962,2054537.436,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PVAV with PFP boxes,Electricity,none,75,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0,0
1257,strip_mall,295000,63.07393835,18606811.81,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,Electricity,none,80,80,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,TRUE,FALSE,0,0
1259,retail,4000,1892.456272,7569825.087,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,25,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,
1264,full_service_restaurant,5500,1807.462867,9941045.766,South Atlantic,Mixed-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.3750345249644199,0
1265,primary_school,40000,239.3853819,9575415.276,East North Central,Very cold/Cold,none,Natural_Gas,none,100,999,Boilers inside (or adjacent to) the building that produce steam or hot water,imputed,none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.6652745352467225,1
1268,small_office,14250,964.6041319,13745608.88,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,Electricity,100,60,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,999,FALSE,FALSE,TRUE,0.48067456109919426,0.9707909714632516
1270,small_hotel,1800,1779.411978,3202941.561,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PTAC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
1271,outpatient,166000,624.9250945,103737565.7,Middle Atlantic,Very cold/Cold,VAV chiller with gas boiler reheat,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.3902934481914745,0.9947761502888747
1272,small_office,3500,1791.310353,6269586.2365500005,East South Central,Mixed-humid,PTAC with gas coil,Natural_Gas,Electricity,100,100,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.2544148585757698,0.9416391379581563
1273,strip_mall,23250,1130.474738,26283537.65,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
1274,strip_mall,37500,1162.262962,43584861.08,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,Electricity,60,60,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.5227864277328922,0.9638161888478004
1275,hospital,480000,6.631861824,3183293.676,Middle Atlantic,Mixed-humid,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,Fuel_Oil,100,80,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,80,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.7353852407472644,1
1276,warehouse,1500,1867.057067,2800585.5999000003,Pacific,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
1280,strip_mall,350000,52.14623376,18251181.82,West North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.2785871570307595,1
1281,warehouse,4800,3855.084131,18504403.83,Middle Atlantic,Very cold/Cold,Gas unit heaters,Natural_Gas,none,5,999,Individual space heaters (other than heat pumps),imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.3266358151250659,1
1283,quick_service_restaurant,3500,789.9365928,2764778.075,West North Central,Very cold/Cold,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.19575546587687848,0
1284,hospital,235000,9.284606554,2181882.54,New England,Very cold/Cold,VAV chiller with district hot water reheat,District_Heating,none,100,100,District steam or hot water piped in from outside the building,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.038070858,
1285,primary_school,80000,120.9495152,9675961.214,West North Central,Mixed-humid,PVAV with gas boiler reheat,Natural_Gas,none,100,95,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.45814753394273505,1
1286,medium_office,70000,653.8431069,45769017.48,West South Central,Hot-dry/Mixed-dry/Hot-humid,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,Electricity,100,80,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.139358853,0.9989848989644683
1287,large_office,96000,276.9532743,26587514.34,New England,Very cold/Cold,DOAS with water source heat pumps cooling tower with boiler,Electricity,none,90,85,imputed,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,80,FALSE,999,FALSE,FALSE,WSHP,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.039850821237951035,0
1288,small_office,7800,668.1222217,5211353.329,Pacific,Very cold/Cold,none,Electricity,none,100,999,Other heating equipment,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
1289,strip_mall,205000,52.14623376,10689977.92,Middle Atlantic,Very cold/Cold,DOAS with water source heat pumps cooling tower with boiler,Natural_Gas,Electricity,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,WSHP,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5007659263232263,0.9641899753287462
1290,retail,5000,1155.42801,5777140.050000001,West South Central,Mixed-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.072966454,0
