county_id,additional_samples
G0800690,1000
G5300330,1000
G4100510,1000
G2300050,1000
G5000010,125
G5000030,125
G5000070,125
G5000170,125
G5000210,125
G5000230,125
G5000250,125
G5000270,125
G2600190,167
G2600550,167
G2600790,167
G2600890,167
G2601010,166
G2601650,166
G1100010,500
G2400330,500
G4700650,1000
G1200730,1000
G4500510,1000
